"","budget","revenue","vote_average","runtime","popularity"
"115",150000000,895921036,7.5,157,101.250416
"116",150000000,624029371,6.2,92,56.758411
"117",150000000,585349010,6.9,101,70.867401
"118",150000000,474968763,6.7,115,53.905592
"119",150000000,623722818,7.5,111,65.677399
"120",150000000,374218673,7.5,140,115.040024
"121",150000000,603900354,6.2,89,44.141021
"122",150000000,413106170,5.9,105,81.781591
"123",150000000,373062864,6.2,107,5.954334
"124",150000000,424988211,6.4,129,73.313918
"125",150000000,1274219009,7.3,102,165.125366
"126",150000000,738599701,6.7,138,70.78591
"127",170000000,644571402,6.8,112,99.499595
"128",150000000,378858340,7.2,120,434.278564
"129",150000000,356613439,6.5,138,67.447636
"130",150000000,449326618,6.6,115,86.493424
"131",150000000,309979994,6.3,98,41.845878
"132",150000000,292817841,5.1,88,26.710398
"133",150000000,3.01e+08,5.5,99,44.927635
"134",150000000,245527149,5.7,113,50.306728
"135",150000000,682330139,7.1,131,114.522237
"136",150000000,0,5.5,102,21.214571
"137",150000000,287594577,5.7,91,29.332905
"138",150000000,665692281,6.7,91,51.247321
"139",150000000,318502923,4.7,103,33.769336
"140",150000000,397850012,6.5,126,63.079003
"141",150000000,205366737,6.4,131,39.004588
"142",150000000,38992758,5.5,88,12.362599
"143",149000000,64459316,6,85,22.550135
"144",150000000,128388320,5.9,111,48.03528
"145",145000000,272912430,6.7,92,38.73494
"146",175000000,497409852,6.9,163,66.803149
"147",145000000,746921274,6.4,93,44.989192
"148",140000000,431971116,5.8,133,54.159392
"149",144000000,229147509,5.3,116,66.21806
"150",140000000,553799566,6.4,151,58.485967
"151",140000000,441818803,6,88,91.332849
"152",70000000,195735876,5.5,115,35.601665
"153",145000000,521170825,6.7,95,56.747978
"154",145000000,694713380,6.8,133,77.77477
"155",145000000,306941670,7.1,97,61.788035
"156",100000000,202026112,5.9,90,25.159168
"157",140000000,456758981,7.3,154,52.341226
"158",140000000,268031828,5.6,150,101.599427
"159",150000000,385680446,7.4,127,73.616808
"160",139000000,821708551,6.8,121,82.502566
"161",145000000,609123048,7.6,102,100.21391
"162",140000000,150680864,5.3,127,56.257249
"163",135000000,76932943,4.9,121,17.88953
"164",130000000,185258983,7,163,64.798873
"165",140000000,285444603,6.3,127,24.855701
"166",137000000,245360480,5.3,138,34.981698
"167",130000000,371876278,5.4,110,59.325589
"168",130000000,119269486,5.7,124,21.605568
"169",137000000,85131830,5.9,106,26.074908
"170",140000000,370569774,6.6,124,74.506246
"171",135000000,361832400,6,128,39.604363
"172",150000000,212011111,6.9,138,36.973031
"173",120000000,8.29e+08,6.1,115,99.687084
"174",130000000,150406466,5.8,100,17.7735
"175",150000000,163712074,6.1,114,62.898336
"176",140000000,183345589,6,120,44.19092
"177",135000000,532950503,7.3,156,100.635882
"178",135000000,282570682,6.1,96,44.765377
"179",135000000,245724603,6.6,107,29.91353
"180",132000000,373552094,6.5,92,84.366984
"181",70000000,442824138,7.3,115,45.381501
"182",130000000,631744560,6.9,90,84.689648
"183",130000000,519311965,7,117,120.09361
"184",130000000,847423452,7.4,146,76.310119
"185",135000000,368871007,6.8,94,63.473086
"186",132000000,591739379,6.2,116,48.572726
"187",130000000,273339556,6.3,147,38.068736
"188",130000000,554987477,6.4,90,20.678787
"189",110000000,293329073,6.2,100,48.829437
"190",125000000,362637473,5.6,139,46.115758
"191",130000000,371940071,6.7,107,89.938296
"192",130000000,789804554,7.7,141,79.679601
"193",130000000,49554002,6.3,165,28.840997
"194",130000000,243843127,5,100,42.840582
"195",127500000,354248063,6.2,82,26.548594
"196",127000000,349424282,6.1,97,115.597753
"197",130000000,321887208,6.7,95,68.757242
"198",125000000,976475550,7.5,152,109.984351
"199",130000000,61648500,5.4,96,39.448066
"200",140000000,655011224,7.5,143,271.972889
"201",125000000,752100229,6.6,123,206.227151
"202",125000000,767820459,6.5,149,45.313197
"203",103000000,500188435,6.3,102,42.40024
"204",110000000,407711549,6.8,133,2.871739
"205",125000000,626137675,7.1,130,7.255718
"206",125000000,334615000,7,129,81.499621
"207",125000000,232713139,5.6,106,47.686442
"208",65000000,261317921,7.1,113,43.129703
"209",160000000,61698899,6.4,102,27.220157
"210",130000000,276572938,6,120,90.33681
"211",125000000,238207122,4.2,125,50.073575
"212",123000000,345141403,6.2,104,45.419668
"213",125000000,544272402,6.2,124,41.380094
"214",125000000,546388105,5.9,123,54.931334
"215",120000000,325756637,6.2,130,25.752118
"216",130000000,289047763,5.4,92,60.810723
"217",120000000,609016565,7.2,127,51.328145
"218",110000000,228738393,5.2,114,46.834704
"219",120000000,415484914,5.9,123,62.641286
"220",120000000,259175788,5.2,106,33.616115
"221",130000000,403170142,6.3,124,68.889395
"222",120000000,169956806,5.4,78,27.990284
"223",115000000,286140700,6.4,109,67.33767
"224",105000000,115772733,6.3,119,27.835436
"225",120000000,242688965,5.7,102,66.757869
"226",120000000,93945766,5.7,135,17.060695
"227",120000000,48668907,4.9,121,11.137655
"228",117000000,261930431,5.9,109,44.906918
"229",120000000,286168572,6.4,124,67.698004
"230",113000000,8.5e+08,7.1,140,44.108427
"231",120000000,649398328,6.4,142,43.987061
"232",115000000,562816256,7.5,92,106.815545
"233",120000000,415440673,6.3,126,15.953444
"234",115000000,924317558,6.3,136,54.035265
"235",135000000,585178928,6.8,98,64.183321
"236",97250400,132900000,5,116,20.344364
"237",115000000,77628265,5.8,134,18.714197
"238",115000000,164602163,6,114,60.467984
"239",125000000,477200000,5.8,101,143.350376
"240",105000000,716392705,7.3,91,110.153618
"241",116000000,178127760,5.7,108,16.90444
"242",135000000,245623848,5.8,112,39.873791
"243",120000000,167977596,4.4,100,38.126095
"244",110000000,574480841,6.3,108,48.780039
"245",110000000,470490832,6,114,100.412364
"246",110000000,333011068,6,119,42.887121
"247",110000000,215294342,6.8,165,23.657284
"248",110000000,362744280,6.4,125,76.840712
"249",110000000,478207520,6.5,120,44.635452
"250",110000000,295238201,6.2,119,103.718387
"251",116000000,1.02e+08,7,170,45.616098
"252",112000000,237382724,4.9,85,22.845143
"253",120000000,227817248,5.5,119,31.703608
"254",110000000,337580051,6.1,102,71.510596
"255",110000000,563749323,5.5,103,36.65422
"256",110000000,103951461,5.7,76,19.625972
"257",110000000,179246868,5.9,121,86.105615
"258",110000000,299268508,6.6,127,37.195046
"259",105000000,347434178,5.5,105,32.473628
"260",160000000,164508066,4.1,121,23.336875
"261",110000000,125537191,6.6,114,45.94834
"262",110000000,383531464,6.4,128,48.93337
"263",93000000,871368364,8,178,138.049577
"264",110000000,72178895,5.7,120,22.643776
"265",107000000,87713825,6.7,157,18.866672
"266",0,0,4.9,82,18.251129
"267",120000000,347234916,6.7,115,95.914473
"268",130000000,211643158,6.6,144,44.490453
"269",133000000,300135367,5.8,84,30.475297
"270",105000000,267045765,6.7,97,62.479574
"271",108000000,630161890,7.6,141,167.93287
"272",126000000,162949164,6.5,136,37.68056
"273",90000000,10372291,3.7,104,1.004579
"274",90000000,237202299,6.1,118,52.995628
"275",103000000,457640427,7.9,155,95.301296
"276",102000000,358372926,7.1,145,65.948959
"277",100000000,876688482,7.4,161,132.397737
"278",150000000,599045960,7.3,144,88.935165
"279",100000000,362211740,5.6,119,51.188633
"280",100000000,5.2e+08,7.7,137,101.74155
"281",80000000,214104620,6.5,140,33.691694
"282",100000000,266465037,7.4,157,42.361215
"283",115000000,378882411,6.8,141,38.729418
"284",100000000,150166126,6.2,106,40.597856
"285",100000000,310650585,5.4,98,32.389353
"286",100000000,170432927,6.1,107,24.399642
"287",100000000,242295562,5.6,115,24.507987
"288",100000000,425368238,7.8,165,82.121691
"289",100000000,100138851,6.8,91,46.727941
"290",100000000,169327687,7.2,78,51.113717
"291",100000000,312573423,6.1,103,53.732892
"292",100000000,347451894,6.4,131,58.849256
"293",100000000,249288105,4.9,104,30.863434
"294",100000000,100086793,6.4,101,31.586215
"295",100000000,268426634,6.4,102,36.711378
"296",100000000,278731369,6,103,41.426678
"297",100000000,211989043,5.5,121,20.652943
"298",100000000,170877916,7.3,143,52.792678
"299",100000000,392000694,7.9,180,95.007934
"300",100000000,336529144,5.2,121,48.205606
"301",105000000,121214377,6.7,129,58.782359
"302",102000000,130482868,6.6,172,73.872343
"303",80000000,140073390,6.5,97,37.321848
"304",100000000,82102379,4.2,104,32.271938
"305",100000000,243400000,5.6,99,76.842247
"306",140000000,109578115,7.2,95,38.924136
"307",100000000,68688831,5.3,102,19.38841
"308",90000000,206172544,6.1,127,61.025639
"309",105000000,133718711,5.5,114,33.507289
"310",84000000,0,3.6,94,17.815595
"311",100000000,93820758,6.5,122,50.767332
"312",100000000,7103973,4.4,95,12.092241
"313",100000000,94882889,6.4,115,30.254021
"314",99000000,246233113,6.5,88,34.308098
"315",10000000,13835130,7.1,110,3.091077
"316",98000000,433013274,6,130,41.862983
"317",100000000,193772504,7.1,167,46.160048
"318",94000000,95311434,7.1,145,12.516546
"319",85000000,149044513,5.9,85,23.230851
"320",90000000,1.02e+08,5.4,93,19.224754
"321",92000000,172989651,7.2,144,44.455166
"322",0,104907746,5.6,85,16.460356
"323",90000000,263920180,7.3,126,109.528572
"324",100000000,288347692,5.4,146,18.325897
"325",95000000,76432727,7,89,37.054554
"326",95000000,877244782,6.2,88,65.229868
"327",95000000,543514353,6.7,105,101.187052
"328",65000000,93525586,6.6,136,29.257137
"329",94000000,940335536,7.6,100,85.688789
"330",94000000,1118888979,8.1,201,123.630332
"331",79000000,926287400,8,179,106.914973
"332",95000000,114178613,5.2,102,63.628459
"333",115000000,274703340,5.7,100,41.498631
"334",100000000,103039258,5.9,119,58.991388
"335",93000000,368780809,5.7,92,1.859364
"336",93000000,482860185,7,105,138.433168
"337",90000000,162839667,6.3,95,21.436682
"338",92000000,304654182,5.2,98,65.402595
"339",145000000,25819961,5.8,137,10.660441
"340",92000000,631442092,7.4,115,77.817571
"341",98000000,10017322,5.7,119,7.029308
"342",95000000,226497209,6,118,61.121717
"343",90000000,589390539,6.9,98,104.121555
"344",90000000,497366869,7.3,92,73.575118
"345",100000000,167805466,6.3,98,37.698465
"346",90000000,347325802,6.4,90,35.814765
"347",100000000,155464351,6.3,130,15.835672
"348",100000000,242988466,6.5,90,46.781182
"349",90000000,886686817,6.5,94,69.457898
"350",90000000,188133322,7,114,43.348022
"351",92000000,264105545,5.6,98,40.20395
"352",90000000,289847354,7.9,151,63.429157
"353",90000000,304320254,7.6,88,67.427755
"354",92000000,188072649,6.5,107,43.192048
"355",90000000,232617430,7.2,158,47.651083
"356",90000000,366101666,6.9,128,51.881077
"357",90000000,524028679,7,128,57.834787
"358",100000000,94061311,5.3,125,29.608322
"359",120000000,186053725,6.7,95,51.548589
"360",0,233755553,5.8,92,27.867368
"361",75000000,200276000,6.7,121,38.832842
"362",90000000,201596308,5.5,113,40.597344
"363",88000000,243637091,5.6,105,140.849495
"364",100000000,235926552,6.8,146,34.035114
"365",90000000,182290266,5.2,99,16.302378
"366",90000000,171120329,7.2,150,55.249434
"367",95000000,190213455,5.6,112,28.200874
"368",80000000,162944923,6.2,128,18.69984
"369",90000000,174578751,5.9,106,40.262261
"370",95000000,156505388,5.5,117,56.811056
"371",90000000,334901337,6.7,129,51.535701
"372",68000000,118063304,5.9,116,20.913852
"373",92000000,143049560,6.8,126,27.166757
"374",90000000,60874615,5.7,114,16.058284
"375",90000000,484635760,6.5,96,46.200042
"376",100000000,93700000,6.9,131,24.939295
"377",90000000,0,5.2,104,19.836124
"378",90000000,140807547,5.9,107,15.350451
"379",100000000,35168966,6.1,138,15.625949
"380",20000000,79114085,6.6,129,31.802807
"381",88000000,108539911,7.3,144,24.100863
"382",90000000,16178959,5.4,110,3.593349
"383",87000000,148336445,6.7,141,14.824166
"384",92000000,494471524,6.1,113,32.079995
"385",90000000,429632142,7.5,143,57.739713
"386",100000000,384335608,5.9,108,37.272385
"387",75000000,288500217,7.2,108,53.213931
"388",85000000,315156409,6.2,124,36.38795
"389",85000000,450717150,7.2,116,60.929352
"390",75000000,132274484,5.6,110,36.605246
"391",85000000,358375603,6.8,91,56.257411
"392",85000000,340487652,6.6,107,29.21998
"393",85000000,208076205,6.3,115,34.773106
"394",85000000,183611771,5.1,100,9.895061
"395",75000000,152930623,5.8,104,36.743324
"396",85000000,194168700,6.7,136,44.967453
"397",90000000,250649836,6.7,132,41.207568
"398",85000000,219103655,6.2,121,16.479851
"399",85000000,311312624,6.5,122,42.069993
"400",85000000,197309027,6.1,83,26.61951
"401",85000000,288747895,6.9,139,80.316463
"402",68000000,96976270,7.2,131,41.273567
"403",85000000,80916492,6.4,104,24.107835
"404",85000000,137298489,6.1,130,32.044191
"405",85000000,162242962,7.3,145,16.595874
"406",85000000,158468292,6.1,104,8.282876
"407",0,0,6.7,97,19.83683
"408",90000000,142940100,6.9,178,36.069611
"409",85000000,78382433,5.5,108,18.827753
"410",0,37823676,7.3,123,5.159407
"411",85000000,183018522,5.5,106,48.126297
"412",60000000,47664559,7.2,112,38.885195
"413",60000000,74208267,5.4,136,29.211255
"414",84000000,123307945,4.7,106,17.783361
"415",84000000,275650703,5.4,88,31.435539
"416",50000000,41037742,6.6,95,57.673932
"417",82500000,237681299,6,107,41.176631
"418",8000000,21028755,6.7,120,13.661289
"419",85000000,112483764,4.9,82,11.77398
"420",85000000,222231186,5.9,88,21.218
"421",85000000,160388063,6.5,120,58.57976
"422",65000000,84785914,7.3,157,51.970905
"423",82000000,96085477,5.7,123,18.447479
"424",80000000,484572835,6.4,101,109.684788
"425",80000000,274470394,6,103,77.580661
"426",80000000,457696359,6.7,110,75.290998
"427",75000000,691210692,6.9,142,68.550698
"428",80000000,254455986,6.2,102,58.040149
"429",80000000,2.8e+08,6.6,126,59.113174
"430",80000000,343397247,6.3,83,36.32705
"431",80000000,145771527,7.1,85,55.659988
"432",85000000,1.44e+08,5.8,97,14.132583
"433",75000000,140464664,5.9,120,34.070054
"434",84000000,0,6.4,116,44.34333
"435",82000000,190320568,6.2,113,26.065735
"436",75000000,342695435,5.4,87,23.473004
"437",80000000,246984278,5.8,100,45.589568
"438",80000000,230685453,6,110,23.496054
"439",80000000,266728738,6.3,128,16.939441
"440",80000000,294804195,7.8,138,81.914696
"441",80000000,163733697,5.3,88,19.500893
"442",75000000,260696994,6,91,29.558157
"443",80000000,245676146,6.8,138,46.075037
"444",80000000,212874442,5.9,99,23.531721
"445",80000000,181001478,7.3,117,49.078546
"446",80000000,214918407,6.3,117,37.02665
"447",75000000,224012234,6.5,115,45.154631
"448",80000000,178066569,6.3,118,46.887983
"449",79000000,173013509,6.7,154,24.598479
"450",80000000,157107755,6.6,118,32.363538
"451",80000000,177977226,5.3,93,11.50396
"452",80000000,91188905,5.2,113,19.375768
"453",80000000,250200000,6.5,88,36.125715
"454",0,0,5.6,93,25.450534
"455",80000000,233093859,5.2,104,41.890722
"456",75000000,136982834,6.5,135,22.179658
"457",68000000,211817906,7.4,135,139.575085
"458",70000000,1.64e+08,5.6,98,18.264635
"459",80000000,201584141,5.2,80,11.187696
"460",80000000,122563539,7.4,83,41.670544
"461",80000000,169852759,5.3,102,27.46264
"462",80000000,136159423,5,130,17.455024
"463",80000000,96105964,6.2,129,21.394281
"464",0,0,8,117,0.605645
"465",80000000,473226958,6.7,89,61.692197
"466",80000000,90874570,7,74,14.530946
"467",80000000,123729176,5.8,96,25.978555
"468",90000000,0,5.9,114,6.643778
"469",102000000,147080413,6.1,99,36.788745
"470",75000000,142400065,5.9,129,31.054334
"471",85000000,71485043,6.8,113,21.891078
"472",85000000,0,5.2,90,18.335992
"473",88000000,105316267,5.6,118,40.138009
"474",70000000,101371017,6.1,106,44.090535
"475",0,0,6.4,81,3.300061
"476",0,43312294,6.7,117,20.632673
"477",80000000,122444772,5.9,89,36.664991
"478",80000000,34566746,6.9,145,18.26121
"479",80000000,159212469,5.8,115,16.681269
"480",80000000,126546518,5.2,87,10.088006
"481",44000000,21400000,3,118,7.89147
"482",80000000,68514844,5.6,90,16.715631
"483",80000000,53825515,5.1,112,9.357734
"484",80000000,19480739,5.4,116,11.22268
"485",80000000,17626234,6.1,177,14.564667
"486",90000000,69131860,5.2,92,11.356079
"487",90000000,146936910,5.7,106,52.612025
"488",80000000,33463969,5.4,106,13.800656
"489",86000000,107944236,6,94,27.097932
"490",0,19406406,7.3,84,10.706613
"491",80000000,5989640,4.8,110,7.342892
"492",130000000,117831631,5.2,105,50.561849
"493",8000000,0,5.3,89,0.719996
"494",60000000,313542341,7.7,135,59.248437
"495",45000000,788241776,8,89,90.457886
"496",79000000,355692760,5.8,94,40.723459
"497",78000000,248384621,6.4,95,41.247402
"498",78000000,209196298,6.7,124,10.083905
"499",100000000,108103450,6.5,136,16.759252
"500",79000000,149673788,4.1,91,22.132418
"501",76000000,236350661,6.2,107,10.520961
"502",64000000,97571250,7.6,92,35.384423
"503",80000000,15071514,5.7,99,15.673154
"504",76000000,35134820,3.9,88,8.981427
"505",75000000,875958308,5.9,87,31.482872
"506",78000000,179265204,5.7,110,47.436675
"507",76000000,970761885,7,98,136.886704
"508",75000000,816969268,6.7,145,60.442593
"509",73000000,229074524,6.2,129,2.502487
"510",75000000,532680671,6.6,86,48.110909
"511",76000000,69959751,7.4,109,35.387874
"512",75000000,296339527,6.8,104,4.66891
"513",75000000,258270008,6.4,110,73.82289
"514",75000000,335062621,6.9,136,51.469576
"515",80000000,660940780,6.5,91,85.115058
"516",75000000,196482882,6.6,99,61.437586
"517",50000000,90450008,6.5,117,31.160542
"518",80000000,78000586,4.7,114,15.761384
"519",75000000,0,4.3,78,17.561955
"520",75000000,117698894,7.3,115,71.124686
"521",80000000,271430189,6,102,38.864027
"522",60000000,219417255,7,128,57.753914
"523",35000000,73034460,5.7,100,13.25753
"524",75000000,215663859,5.9,124,13.318744
"525",75000000,119000410,6.5,102,18.70031
"526",75000000,367275019,5.8,90,47.094369
"527",70000000,154937680,6.6,134,14.486311
"528",53000000,95226116,5.4,118,18.61472
"529",70000000,130358911,6.9,164,29.035222
"530",70000000,85632458,6.4,121,27.055085
"531",75000000,98159963,5.7,100,23.004607
"532",75000000,108145109,7.1,116,48.744209
"533",80000000,55041367,5.8,130,14.209329
"534",75000000,140175006,6.3,91,36.368839
"535",75000000,67631903,6.2,123,24.353302
"536",55000000,127600435,5.9,134,19.143321
"537",75000000,0,6.4,148,13.327372
"538",75000000,226904017,5.7,110,37.917002
"539",52000000,77944725,6.2,113,23.663713
"540",75000000,36754634,6.3,94,14.44381
"541",75000000,51142659,5,116,10.605084
"542",75000000,14567883,6.1,99,11.873856
"543",0,5802422,5.8,84,12.708963
"544",75000000,5409517,4.3,93,8.098369
"545",45000000,21009180,5.7,113,20.374308
"546",75000000,248118121,6.9,106,42.006908
"547",74000000,1156730962,6.4,91,875.581305
"548",82000000,89792502,5.9,110,39.127082
"549",73000000,103891409,5.8,98,20.790703
"550",75000000,13100000,5.8,134,18.65988
"551",73000000,349779543,5.9,97,45.720894
"552",70000000,111231041,5.4,112,21.789615
"553",75000000,61458982,5.7,146,20.199057
"554",70000000,86658558,6.5,110,26.123705
"555",72500000,162966177,6.2,116,12.599836
"556",70000000,176104344,4.9,87,13.543053
"557",72000000,2.1e+08,7.7,177,60.722162
"558",72000000,96889998,6.6,125,32.227223
"559",75000000,527068851,6.9,87,46.875375
"560",72000000,37317558,6.6,152,11.215702
"561",94000000,54744738,4.5,116,8.468586
"562",74500000,62172050,6.9,109,8.884318
"563",60000000,256697520,6.2,108,27.491891
"564",71000000,294456605,5.4,85,21.462935
"565",72000000,408247917,6.4,106,28.848187
"566",150000000,919838758,6.7,93,47.320801
"567",120000000,461983149,6.6,117,82.643036
"568",70000000,309457509,5.7,116,20.230535
"569",70000000,277448382,5.8,124,46.217769
"570",74000000,311594032,5.8,93,36.952268
"571",80000000,309492681,6.4,117,16.411345
"572",70000000,319131050,7.9,153,72.595961
"573",70000000,300854823,6.6,144,33.648404
"574",70000000,240031094,6.6,124,57.69847
"575",80000000,116643346,5.8,117,34.052253
"576",68000000,203388341,6.5,136,27.299301
"577",75000000,42285169,5.3,110,20.219385
"578",70000000,171183863,5.5,101,42.957216
"579",75000000,443140005,5.4,88,29.412262
"580",75000000,114660784,6.7,138,19.708731
"581",70000000,161025640,6.2,120,59.428223
"582",70000000,1.18e+08,6.3,103,19.711951
"583",70000000,202466756,5.5,116,49.199234
"584",70000000,122919055,7.6,125,46.199482
"585",0,0,6,125,13.758526
"586",66000000,177584879,7,146,29.505574
"587",70000000,154984035,5.8,118,43.873266
"588",70000000,90000098,7.1,139,24.961625
"589",70000000,134748021,5.8,133,23.25645
"590",70000000,215529201,6.2,92,64.457947
"591",70000000,116672912,6,116,20.089933
"592",70000000,135560026,7.1,127,48.032734
"593",70000000,131457682,7,136,16.92991
"594",70000000,67112664,5.2,111,14.780634
"595",70000000,65977295,5.4,116,14.086292
"596",60000000,55987321,5,105,29.261348
"597",70000000,33561137,5.2,97,13.267631
"598",70000000,160112671,6.1,88,58.401204
"599",75000000,59418613,6,123,23.515938
"600",70000000,32287044,5.9,125,14.244518
"601",66000000,57777106,6.1,116,29.501489
"602",0,0,3.4,98,9.306253
"603",70000000,19924033,4.3,91,8.37378
"604",70000000,19870567,5.5,97,10.930537
"605",75000000,13596911,5.9,95,10.54544
"606",70000000,18662027,5.9,88,6.682006
"607",70000000,17752940,5.1,133,46.832372
"608",70000000,57958696,5.7,107,24.664776
"609",70000000,38629478,4.6,114,13.483387
"610",50000000,122915111,6.7,115,44.478043
"611",70000000,61279452,4.4,99,25.020428
"612",68000000,1.93e+08,5.9,124,22.392544
"613",68000000,698491347,5.8,124,107.069763
"614",68000000,71069884,6.7,124,22.572323
"615",69000000,543513985,7.1,95,113.858273
"616",60000000,35431113,5.4,103,10.004564
"617",68000000,217022588,6.2,115,68.734513
"618",70000000,39041505,6.9,127,18.888806
"619",68000000,29762011,5.7,121,12.948627
"620",36000000,83160734,5.4,105,27.11589
"621",90000000,60289912,7.3,157,26.153669
"622",80000000,52099090,6.3,114,28.223664
"623",70000000,113280098,6.5,128,37.507136
"624",69000000,86387857,5.5,114,11.023691
"625",69000000,112265139,5.5,94,38.634767
"626",66000000,212404396,6,112,25.877794
"627",66000000,189198313,6.6,121,18.59991
"628",67000000,25303038,5,102,12.282911
"629",70000000,481840909,7.9,169,76.041867
"630",66000000,203277636,6.1,130,54.81489
"631",70000000,374111707,6.1,127,31.39165
"632",59000000,383257136,7.1,81,99.561972
"633",68000000,75715436,5.3,136,26.792794
"634",65000000,275293450,6.7,149,36.307296
"635",63000000,463517383,7.9,136,104.309993
"636",52000000,355237933,7.3,140,68.140214
"637",65000000,172855065,5.5,104,14.646884
"638",61000000,441809770,7.1,157,48.356214
